_CASE_KEY,SORTING,EVENTTIME,ACTIVITY_EN,Automation
1750,13855,3/14/18 9:09,Start preparing pizza,A
1750,13856,3/14/18 9:14,Start baking pizza,A
1750,13857,3/14/18 9:19,Payment customer,A
1750,13858,3/14/18 9:19,Baking pizza ready,B
1751,13859,4/24/18 16:46,Order by phone,A
1751,13860,4/24/18 16:47,Start preparing pizza,A
1751,13861,4/24/18 16:51,Start baking pizza,B
1751,13862,4/24/18 16:59,Baking pizza ready,A
1751,13863,4/24/18 17:02,Plan route,A
1751,13864,4/24/18 17:05,Departure pizza,B
1751,13865,4/24/18 17:09,Pizza arrives at customer,A
1751,13866,4/24/18 17:46,Payment customer,A
1752,13867,6/19/18 22:38,Order by phone,A
1752,13868,6/19/18 22:40,Start preparing pizza,A
1752,13869,6/19/18 22:47,Start baking pizza,B
1752,13870,6/19/18 22:57,Baking pizza ready,A
1752,13871,6/19/18 23:01,Start preparing pizza,A
1752,13872,6/19/18 23:04,Start baking pizza,A
1752,13873,6/19/18 23:08,Baking pizza ready,A
1752,13874,6/19/18 23:11,Plan route,A
1752,13875,6/19/18 23:16,Departure pizza,A
1752,13876,6/19/18 23:24,Pizza arrives at customer,A
1752,13877,6/19/18 23:47,Payment customer,A
1754,13878,6/22/18 22:11,Order by phone,A
1754,13879,6/22/18 22:11,Start preparing pizza,A
1754,13880,6/22/18 22:18,Start baking pizza,B
1754,13881,6/22/18 22:37,Baking pizza ready,A
1754,13882,6/22/18 22:37,Start preparing pizza,A
1754,13883,6/22/18 22:44,Start baking pizza,A
1754,13884,6/22/18 22:48,Baking pizza ready,A
1754,13885,6/22/18 22:50,Plan route,B
1754,13886,6/22/18 22:51,Departure pizza,A
1754,13887,6/22/18 22:56,Pizza arrives at customer,A
1754,13888,6/22/18 23:23,Payment customer,A
1755,13889,2/16/18 11:59,Order by phone,A
1755,13890,2/16/18 12:01,Start preparing pizza,A
1755,13891,2/16/18 12:02,Start baking pizza,A
1755,13892,2/16/18 12:10,Baking pizza ready,A
1755,13893,2/16/18 12:11,Departure pizza,A
1755,13894,2/16/18 12:11,Pizza arrives at customer,A
1755,13895,2/16/18 12:11,Plan route,A
1755,13896,2/16/18 12:15,Payment customer,B
1756,13897,6/18/18 8:40,Order at the counter (shop),A
1756,13898,6/18/18 8:41,Start baking pizza,A
1756,13899,6/18/18 8:41,Start preparing pizza,B
1756,13900,6/18/18 8:42,Baking pizza ready,B
1756,13901,6/18/18 8:42,Payment customer,A
1757,13902,6/10/18 3:36,Start preparing pizza,B
1757,13903,6/10/18 3:36,Order by phone,A
1757,13904,6/10/18 3:42,Start baking pizza,A
1757,13905,6/10/18 3:46,Baking pizza ready,A
1757,13906,6/10/18 3:47,Start preparing pizza,A
1757,13907,6/10/18 3:51,Start baking pizza,A
1757,13908,6/10/18 3:57,Baking pizza ready,A
1757,13909,6/10/18 3:59,Departure pizza,A
1757,13910,6/10/18 3:59,Plan route,A
1757,13911,6/10/18 4:02,Pizza arrives at customer,B
1757,13912,6/10/18 4:13,Payment customer,A
1758,13913,5/30/18 18:12,Order at the counter (shop),A
1758,13914,5/30/18 18:13,Start preparing pizza,B
1758,13915,5/30/18 18:16,Start baking pizza,A
1758,13916,5/30/18 18:28,Baking pizza ready,A
1758,13917,5/30/18 18:29,Payment customer,A
1759,13918,1/30/18 2:17,Order at the counter (shop),A
1759,13919,1/30/18 2:20,Start preparing pizza,A
1759,13920,1/30/18 2:23,Start baking pizza,A
1759,13921,1/30/18 2:26,Baking pizza ready,A
1759,13922,1/30/18 2:26,Payment customer,B
1760,13923,5/7/18 1:43,Start preparing pizza,A
1760,13924,5/7/18 1:43,Order by phone,A
1760,13925,5/7/18 1:49,Start baking pizza,A
1760,13926,5/7/18 2:05,Start preparing pizza,B
1760,13927,5/7/18 2:05,Baking pizza ready,A
1760,13928,5/7/18 2:12,Start baking pizza,A
1760,13929,5/7/18 2:14,Baking pizza ready,A
1760,13930,5/7/18 2:14,Plan route,A
1760,13931,5/7/18 2:16,Departure pizza,A
1760,13932,5/7/18 2:18,Pizza arrives at customer,B
1760,13933,5/7/18 2:25,Payment customer,A
1761,13934,4/29/18 18:22,Order by phone,A
1761,13935,4/29/18 18:23,Start preparing pizza,A
1761,13936,4/29/18 18:28,Start baking pizza,A
1761,13937,4/29/18 18:41,Baking pizza ready,A
1761,13938,4/29/18 18:47,Start preparing pizza,A
1761,13939,4/29/18 18:48,Start baking pizza,A
1761,13940,4/29/18 18:59,Baking pizza ready,B
1761,13941,4/29/18 19:05,Plan route,A
1761,13942,4/29/18 19:07,Departure pizza,A
1761,13943,4/29/18 19:16,Pizza arrives at customer,A
1761,13944,4/29/18 19:44,Payment customer,B
1762,13945,3/16/18 17:32,Order by phone,B
1762,13946,3/16/18 17:33,Start preparing pizza,A
1762,13947,3/16/18 17:37,Start baking pizza,B
1762,13948,3/16/18 17:39,Baking pizza ready,A
1762,13949,3/16/18 17:44,Start preparing pizza,B
1762,13950,3/16/18 17:49,Start baking pizza,B
1762,13951,3/16/18 17:51,Baking pizza ready,A
1762,13952,3/16/18 17:55,Plan route,A
1762,13953,3/16/18 17:58,Departure pizza,B
1762,13954,3/16/18 18:03,Pizza arrives at customer,A
1762,13955,3/16/18 18:19,Payment customer,A
1763,13956,4/16/18 21:58,Order at the counter (shop),A
1763,13957,4/16/18 21:59,Start preparing pizza,A
1763,13958,4/16/18 22:01,Start baking pizza,B
1763,13959,4/16/18 22:13,Baking pizza ready,B
1763,13960,4/16/18 22:13,Payment customer,A
1764,13961,4/21/18 13:02,Order at the counter (shop),A
1764,13962,4/21/18 13:03,Start preparing pizza,A
1764,13963,4/21/18 13:10,Start baking pizza,A
1764,13964,4/21/18 13:13,Baking pizza ready,A
1764,13965,4/21/18 13:13,Payment customer,B
1765,13966,2/9/18 16:15,Order by phone,A
1765,13967,2/9/18 16:16,Start baking pizza,A
1765,13968,2/9/18 16:16,Start preparing pizza,A
1765,13969,2/9/18 16:20,Baking pizza ready,A
1765,13970,2/9/18 16:23,Plan route,A
1765,13971,2/9/18 16:26,Departure pizza,A
1765,13972,2/9/18 16:32,Pizza arrives at customer,A
1765,13973,2/9/18 17:02,Payment customer,A
1766,13974,3/24/18 13:07,Start order website,A
1766,13975,3/24/18 13:09,Receive order website,A
1766,13976,3/24/18 13:09,Approve order website,A
1766,13977,3/24/18 13:11,Call Customer,A
1766,13978,3/24/18 13:15,Start baking pizza,A
1766,13979,3/24/18 13:15,Start preparing pizza,A
1766,13980,3/24/18 13:15,Baking pizza ready,A
1766,13981,3/24/18 13:19,Plan route,B
1766,13982,3/24/18 13:19,Pizza arrives at customer,A
1766,13983,3/24/18 13:19,Departure pizza,A
1766,13984,3/24/18 13:35,Payment customer,A
1767,13985,3/24/18 0:30,Order by phone,A
1767,13986,3/24/18 0:33,Start preparing pizza,A
1767,13987,3/24/18 0:35,Start baking pizza,B
1767,13988,3/24/18 0:43,Baking pizza ready,A
1767,13989,3/24/18 0:44,Plan route,B
1767,13990,3/24/18 0:45,Departure pizza,B
1767,13991,3/24/18 0:53,Pizza arrives at customer,A
1767,13992,3/24/18 1:01,Payment customer,A
1768,13993,1/26/18 12:18,Order by phone,A
1768,13994,1/26/18 12:19,Start preparing pizza,A
1768,13995,1/26/18 12:23,Start baking pizza,B
1768,13996,1/26/18 12:28,Baking pizza ready,A
1768,13997,1/26/18 12:33,Start preparing pizza,A
1768,13998,1/26/18 12:38,Start baking pizza,A
1768,13999,1/26/18 12:46,Baking pizza ready,A
1768,14000,1/26/18 12:47,Plan route,A
1768,14001,1/26/18 12:51,Departure pizza,A
1768,14002,1/26/18 12:53,Pizza arrives at customer,A
1768,14003,1/26/18 13:29,Payment customer,A
1769,14004,3/19/18 10:27,Order by phone,A
1769,14005,3/19/18 10:28,Start preparing pizza,A
1769,14006,3/19/18 10:29,Call Customer,A
1769,14007,3/19/18 10:31,Start preparing pizza,B
1769,14008,3/19/18 10:32,Start baking pizza,A
1769,14009,3/19/18 10:40,Baking pizza ready,B
1769,14010,3/19/18 10:45,Plan route,A
1769,14011,3/19/18 10:50,Departure pizza,B
1769,14012,3/19/18 10:59,Pizza arrives at customer,A
1769,14013,3/19/18 11:16,Payment customer,A
1770,14014,5/19/18 1:01,Order at the counter (shop),A
1770,14015,5/19/18 1:03,Start preparing pizza,A
1770,14016,5/19/18 1:06,Start baking pizza,A
1770,14017,5/19/18 1:16,Baking pizza ready,B
1770,14018,5/19/18 1:17,Payment customer,A
1771,14019,5/12/18 6:52,Order by phone,B
1771,14020,5/12/18 6:53,Start preparing pizza,A
1771,14021,5/12/18 7:00,Start baking pizza,B
1771,14022,5/12/18 7:04,Baking pizza ready,A
1771,14023,5/12/18 7:11,Start preparing pizza,A
1771,14024,5/12/18 7:16,Start baking pizza,A
1771,14025,5/12/18 7:27,Baking pizza ready,B
1771,14026,5/12/18 7:28,Plan route,A
1771,14027,5/12/18 7:33,Departure pizza,B
1771,14028,5/12/18 7:35,Pizza arrives at customer,A
1771,14029,5/12/18 7:58,Payment customer,B
1772,14030,4/5/18 21:01,Order at the counter (shop),B
1772,14031,4/5/18 21:04,Start preparing pizza,B
1772,14032,4/5/18 21:09,Start baking pizza,A
1772,14033,4/5/18 21:14,Baking pizza ready,B
1772,14034,4/5/18 21:15,Payment customer,A
1773,14035,4/23/18 17:55,Order by phone,A
1773,14036,4/23/18 17:57,Start preparing pizza,A
1773,14037,4/23/18 17:59,Call Customer,A
1773,14038,4/23/18 18:03,Start preparing pizza,A
1773,14039,4/23/18 18:04,Start baking pizza,A
1773,14040,4/23/18 18:12,Baking pizza ready,A
1773,14041,4/23/18 18:16,Plan route,A
1773,14042,4/23/18 18:21,Departure pizza,B
1773,14043,4/23/18 18:24,Pizza arrives at customer,A
1773,14044,4/23/18 18:37,Payment customer,A
1774,14045,4/4/18 4:11,Order by phone,A
1774,14046,4/4/18 4:13,Start preparing pizza,A
1774,14047,4/4/18 4:16,Start baking pizza,A
1774,14048,4/4/18 4:23,Baking pizza ready,A
1774,14049,4/4/18 4:27,Plan route,A
1774,14050,4/4/18 4:30,Departure pizza,B
1774,14051,4/4/18 4:38,Pizza arrives at customer,A
1774,14052,4/4/18 4:59,Payment customer,B
1775,14053,3/3/18 7:17,Order by phone,A
1775,14054,3/3/18 7:20,Start preparing pizza,A
1775,14055,3/3/18 7:21,Start baking pizza,A
1775,14056,3/3/18 7:22,Baking pizza ready,A
1775,14057,3/3/18 7:26,Plan route,A
1775,14058,3/3/18 7:31,Departure pizza,B
1775,14059,3/3/18 7:37,Pizza arrives at customer,A
1775,14060,3/3/18 7:45,Payment customer,B
1776,14061,6/3/18 22:04,Start baking pizza,A
1776,14062,6/3/18 22:04,Start preparing pizza,B
1776,14063,6/3/18 22:04,Order at the counter (shop),B
1776,14064,6/3/18 22:07,Baking pizza ready,B
1776,14065,6/3/18 22:08,Payment customer,A
1777,14066,1/30/18 7:20,Start preparing pizza,A
1777,14067,1/30/18 7:20,Order at the counter (shop),A
1777,14068,1/30/18 7:22,Start baking pizza,B
1777,14069,1/30/18 7:34,Baking pizza ready,B
1777,14070,1/30/18 7:35,Payment customer,B
1778,14071,2/7/18 23:50,Order at the counter (shop),B
1778,14072,2/7/18 23:52,Start preparing pizza,A
1778,14073,2/7/18 23:56,Start baking pizza,A
1778,14074,2/8/18 0:01,Baking pizza ready,A
1778,14075,2/8/18 0:01,Payment customer,B
1779,14076,4/2/18 18:22,Order by phone,A
1779,14077,4/2/18 18:24,Start preparing pizza,A
1779,14078,4/2/18 18:32,Call Customer,A
1779,14079,4/2/18 18:34,Start preparing pizza,A
1779,14080,4/2/18 18:36,Start baking pizza,A
1779,14081,4/2/18 18:37,Baking pizza ready,B
1779,14082,4/2/18 18:40,Plan route,A
1779,14083,4/2/18 18:41,Departure pizza,A
1779,14084,4/2/18 18:49,Pizza arrives at customer,A
1779,14085,4/2/18 18:57,Payment customer,A
1780,14086,4/23/18 3:58,Start preparing pizza,B
1780,14087,4/23/18 3:58,Order at the counter (shop),A
1780,14088,4/23/18 4:03,Start baking pizza,A
1780,14089,4/23/18 4:16,Baking pizza ready,B
1780,14090,4/23/18 4:16,Payment customer,B
1781,14091,4/11/18 17:11,Order at the counter (shop),A
1781,14092,4/11/18 17:14,Start preparing pizza,A
1781,14093,4/11/18 17:18,Start baking pizza,B
1781,14094,4/11/18 17:24,Baking pizza ready,A
1781,14095,4/11/18 17:25,Payment customer,B
1782,14096,4/12/18 7:30,Order by phone,B
1782,14097,4/12/18 7:33,Start preparing pizza,A
1782,14098,4/12/18 7:34,Call Customer,A
1782,14099,4/12/18 7:36,Start preparing pizza,A
1782,14100,4/12/18 7:38,Start baking pizza,B
1782,14101,4/12/18 7:50,Baking pizza ready,A
1782,14102,4/12/18 7:52,Plan route,A
1782,14103,4/12/18 7:54,Departure pizza,B
1782,14104,4/12/18 8:00,Pizza arrives at customer,A
1782,14105,4/12/18 8:09,Payment customer,A
1783,14106,4/28/18 6:31,Order at the counter (shop),A
1783,14107,4/28/18 6:33,Start preparing pizza,A
1783,14108,4/28/18 6:37,Start baking pizza,B
1783,14109,4/28/18 6:37,Baking pizza ready,A
1783,14110,4/28/18 6:37,Payment customer,A
1784,14111,7/9/18 8:00,Order by phone,B
1784,14112,7/9/18 8:02,Start preparing pizza,A
1784,14113,7/9/18 8:03,Start baking pizza,A
1784,14114,7/9/18 8:16,Baking pizza ready,B
1784,14115,7/9/18 8:21,Plan route,A
1784,14116,7/9/18 8:22,Departure pizza,B
1784,14117,7/9/18 8:24,Pizza arrives at customer,B
1784,14118,7/9/18 8:28,Payment customer,A
1785,14119,3/2/18 16:11,Order by phone,A
1785,14120,3/2/18 16:12,Start preparing pizza,A
1785,14121,3/2/18 16:14,Call Customer,A
1785,14122,3/2/18 16:18,Start preparing pizza,A
1785,14123,3/2/18 16:23,Start baking pizza,A
1785,14124,3/2/18 16:26,Baking pizza ready,A
1785,14125,3/2/18 16:30,Plan route,B
1785,14126,3/2/18 16:31,Departure pizza,B
1785,14127,3/2/18 16:33,Pizza arrives at customer,A
1785,14128,3/2/18 16:37,Payment customer,B
1786,14129,4/21/18 22:35,Start order website,A
1786,14130,4/21/18 22:42,Approve order website,A
1786,14131,4/21/18 22:42,Receive order website,A
1786,14132,4/21/18 22:43,Start preparing pizza,A
1786,14133,4/21/18 22:46,Start baking pizza,A
1786,14134,4/21/18 22:51,Start preparing pizza,B
1786,14135,4/21/18 22:58,Start baking pizza,A
1786,14136,4/21/18 23:11,Baking pizza ready,B
1786,14137,4/21/18 23:12,Plan route,A
1786,14138,4/21/18 23:14,Departure pizza,A
1786,14139,4/21/18 23:18,Pizza arrives at customer,B
1786,14140,4/21/18 23:54,Payment customer,A
1787,14141,2/14/18 23:22,Order by phone,A
1787,14142,2/14/18 23:23,Start preparing pizza,B
1787,14143,2/14/18 23:27,Start baking pizza,A
1787,14144,2/14/18 23:37,Baking pizza ready,A
1787,14145,2/14/18 23:46,Start preparing pizza,A
1787,14146,2/14/18 23:49,Start baking pizza,A
1787,14147,2/14/18 23:53,Baking pizza ready,A
1787,14148,2/14/18 23:54,Plan route,A
1787,14149,2/14/18 23:58,Departure pizza,B
1787,14150,2/15/18 0:06,Pizza arrives at customer,A
1787,14151,2/15/18 0:13,Payment customer,A
1788,14152,4/10/18 18:38,Order by phone,A
1788,14153,4/10/18 18:38,Start preparing pizza,A
1788,14154,4/10/18 18:41,Start baking pizza,A
1788,14155,4/10/18 18:53,Baking pizza ready,A
1788,14156,4/10/18 18:54,Plan route,A
1788,14157,4/10/18 18:56,Departure pizza,B
1788,14158,4/10/18 19:02,Pizza arrives at customer,B
1788,14159,4/10/18 19:39,Payment customer,A
1790,14160,4/3/18 18:37,Order by phone,B
1790,14161,4/3/18 18:39,Start preparing pizza,A
1790,14162,4/3/18 18:43,Call Customer,A
1790,14163,4/3/18 18:50,Start preparing pizza,A
1790,14164,4/3/18 18:56,Start baking pizza,A
1790,14165,4/3/18 18:57,Baking pizza ready,A
1790,14166,4/3/18 19:01,Plan route,A
1790,14167,4/3/18 19:06,Departure pizza,A
1790,14168,4/3/18 19:13,Pizza arrives at customer,A
1790,14169,4/3/18 19:46,Payment customer,A
1791,14170,4/28/18 2:14,Order by phone,B
1791,14171,4/28/18 2:15,Start preparing pizza,A
1791,14172,4/28/18 2:19,Start baking pizza,A
1791,14173,4/28/18 2:19,Baking pizza ready,A
1791,14174,4/28/18 2:21,Plan route,A
1791,14175,4/28/18 2:26,Departure pizza,A
1791,14176,4/28/18 2:26,Pizza arrives at customer,A
1791,14177,4/28/18 2:27,Payment customer,A
1792,14178,6/17/18 2:10,Order by phone,B
1792,14179,6/17/18 2:11,Start preparing pizza,A
1792,14180,6/17/18 2:11,Start baking pizza,A
1792,14181,6/17/18 2:28,Baking pizza ready,B
1792,14182,6/17/18 2:28,Start preparing pizza,A
1792,14183,6/17/18 2:32,Start baking pizza,A
1792,14184,6/17/18 2:38,Baking pizza ready,A
1792,14185,6/17/18 2:38,Plan route,B
1792,14186,6/17/18 2:43,Departure pizza,B
1792,14187,6/17/18 2:46,Pizza arrives at customer,A
1792,14188,6/17/18 3:23,Payment customer,A
1793,14189,4/25/18 4:20,Order by phone,B
1793,14190,4/25/18 4:23,Start preparing pizza,A
1793,14191,4/25/18 4:26,Start baking pizza,A
1793,14192,4/25/18 4:35,Baking pizza ready,B
1793,14193,4/25/18 4:39,Plan route,A
1793,14194,4/25/18 4:42,Departure pizza,A
1793,14195,4/25/18 4:51,Pizza arrives at customer,A
1793,14196,4/25/18 5:30,Payment customer,A
1794,14197,6/16/18 18:08,Start order website,A
1794,14198,6/16/18 18:14,Receive order website,A
1794,14199,6/16/18 18:14,Approve order website,A
1794,14200,6/16/18 18:14,Payment via credit card,B
1794,14201,6/16/18 18:21,Call Customer,A
1794,14202,6/16/18 18:24,Start preparing pizza,A
1794,14203,6/16/18 18:27,Start baking pizza,A
1795,14204,5/1/18 6:46,Order by phone,A
1795,14205,5/1/18 6:48,Start preparing pizza,A
1795,14206,5/1/18 6:51,Call Customer,A
1795,14207,5/1/18 6:51,Start preparing pizza,A
1795,14208,5/1/18 6:52,Start baking pizza,A
1795,14209,5/1/18 7:02,Baking pizza ready,B
1795,14210,5/1/18 7:07,Plan route,A
1795,14211,5/1/18 7:07,Departure pizza,A
1795,14212,5/1/18 7:15,Pizza arrives at customer,B
1795,14213,5/1/18 7:38,Payment customer,A
1796,14214,6/30/18 9:19,Order by phone,A
1796,14215,6/30/18 9:20,Call Customer,A
1796,14216,6/30/18 9:20,Start preparing pizza,A
1796,14217,6/30/18 9:21,Start preparing pizza,A
1796,14218,6/30/18 9:28,Start baking pizza,B
1796,14219,6/30/18 9:30,Baking pizza ready,A
1796,14220,6/30/18 9:34,Plan route,B
1796,14221,6/30/18 9:34,Departure pizza,B
1796,14222,6/30/18 9:43,Pizza arrives at customer,A
1796,14223,6/30/18 10:17,Payment customer,A
1798,14224,3/13/18 3:46,Start order website,A
1798,14225,3/13/18 3:55,Approve order website,A
1798,14226,3/13/18 3:55,Receive order website,A
1798,14227,3/13/18 3:56,Start preparing pizza,A
1798,14228,3/13/18 4:01,Start baking pizza,A
1798,14229,3/13/18 4:05,Start preparing pizza,A
1798,14230,3/13/18 4:08,Start baking pizza,A
1798,14231,3/13/18 4:16,Baking pizza ready,B
1798,14232,3/13/18 4:20,Plan route,A
1798,14233,3/13/18 4:22,Departure pizza,A
1798,14234,3/13/18 4:27,Pizza arrives at customer,A
1798,14235,3/13/18 4:39,Payment customer,B
1799,14236,1/23/18 20:50,Order by phone,A
1799,14237,1/23/18 20:53,Start baking pizza,A
1799,14238,1/23/18 20:53,Start preparing pizza,A
1799,14239,1/23/18 20:58,Baking pizza ready,A
1799,14240,1/23/18 21:06,Start preparing pizza,A
1799,14241,1/23/18 21:09,Start baking pizza,A
1799,14242,1/23/18 21:12,Baking pizza ready,A
1799,14243,1/23/18 21:18,Plan route,B
1799,14244,1/23/18 21:22,Departure pizza,B
1799,14245,1/23/18 21:24,Pizza arrives at customer,A
1799,14246,1/23/18 21:57,Payment customer,A
1800,14247,6/1/18 6:37,Order by phone,A
1800,14248,6/1/18 6:40,Start preparing pizza,A
1800,14249,6/1/18 6:40,Start baking pizza,A
1800,14250,6/1/18 6:47,Baking pizza ready,A
1800,14251,6/1/18 6:48,Plan route,A
1800,14252,6/1/18 6:53,Departure pizza,A
1800,14253,6/1/18 7:02,Pizza arrives at customer,A
1800,14254,6/1/18 7:04,Payment customer,B
1801,14255,6/5/18 10:32,Order by phone,A
1801,14256,6/5/18 10:35,Start baking pizza,A
1801,14257,6/5/18 10:35,Start preparing pizza,B
1801,14258,6/5/18 10:44,Baking pizza ready,A
1801,14259,6/5/18 10:50,Start preparing pizza,A
1801,14260,6/5/18 10:52,Start baking pizza,A
1801,14261,6/5/18 10:59,Baking pizza ready,A
1801,14262,6/5/18 11:00,Plan route,B
1801,14263,6/5/18 11:01,Departure pizza,A
1801,14264,6/5/18 11:07,Pizza arrives at customer,B
1801,14265,6/5/18 11:09,Payment customer,A
1802,14266,5/3/18 18:41,Order by phone,A
1802,14267,5/3/18 18:41,Start preparing pizza,B
1802,14268,5/3/18 18:47,Start baking pizza,A
1802,14269,5/3/18 19:00,Baking pizza ready,B
1802,14270,5/3/18 19:02,Start preparing pizza,A
1802,14271,5/3/18 19:09,Start baking pizza,B
1802,14272,5/3/18 19:12,Baking pizza ready,B
1802,14273,5/3/18 19:18,Plan route,A
1802,14274,5/3/18 19:22,Departure pizza,A
1802,14275,5/3/18 19:22,Pizza arrives at customer,B
1802,14276,5/3/18 19:35,Payment customer,A
1803,14277,2/11/18 16:45,Order by phone,A
1803,14278,2/11/18 16:48,Start preparing pizza,A
1803,14279,2/11/18 16:49,Start baking pizza,B
1803,14280,2/11/18 16:58,Baking pizza ready,B
1803,14281,2/11/18 17:02,Plan route,A
1803,14282,2/11/18 17:02,Departure pizza,A
1803,14283,2/11/18 17:09,Pizza arrives at customer,A
1803,14284,2/11/18 17:35,Payment customer,A
1804,14285,2/13/18 3:48,Start order website,B
1804,14286,2/13/18 4:01,Approve order website,A
1804,14287,2/13/18 4:02,Receive order website,A
1804,14288,2/13/18 4:05,Start preparing pizza,A
1804,14289,2/13/18 4:08,Start baking pizza,A
1804,14290,2/13/18 4:18,Start preparing pizza,B
1804,14291,2/13/18 4:21,Start baking pizza,A
1804,14292,2/13/18 4:28,Baking pizza ready,B
1804,14293,2/13/18 4:29,Plan route,A
1804,14294,2/13/18 4:30,Pizza arrives at customer,A
1804,14295,2/13/18 4:30,Departure pizza,A
1804,14296,2/13/18 5:00,Payment customer,A
1805,14297,5/2/18 11:10,Start preparing pizza,A
1805,14298,5/2/18 11:10,Order by phone,A
1805,14299,5/2/18 11:12,Start baking pizza,A
1805,14300,5/2/18 11:16,Baking pizza ready,B
1805,14301,5/2/18 11:19,Plan route,A
1805,14302,5/2/18 11:22,Departure pizza,A
1805,14303,5/2/18 11:25,Pizza arrives at customer,A
1805,14304,5/2/18 11:59,Payment customer,B
1807,14305,3/1/18 12:51,Start baking pizza,A
1807,14306,3/1/18 12:51,Order by phone,A
1807,14307,3/1/18 12:51,Start preparing pizza,A
1807,14308,3/1/18 12:59,Baking pizza ready,A
1807,14309,3/1/18 13:02,Plan route,B
1807,14310,3/1/18 13:04,Pizza arrives at customer,A
1807,14311,3/1/18 13:04,Departure pizza,A
1807,14312,3/1/18 13:41,Payment customer,A
1808,14313,7/1/18 20:24,Start order website,A
1808,14314,7/1/18 20:36,Approve order website,B
1808,14315,7/1/18 20:37,Receive order website,A
1808,14316,7/1/18 20:40,Start preparing pizza,A
1808,14317,7/1/18 20:40,Start baking pizza,A
1808,14318,7/1/18 20:46,Start preparing pizza,B
1808,14319,7/1/18 20:49,Start baking pizza,A
1808,14320,7/1/18 20:54,Baking pizza ready,A
1808,14321,7/1/18 20:58,Plan route,A
1808,14322,7/1/18 21:02,Departure pizza,A
1808,14323,7/1/18 21:06,Pizza arrives at customer,A
1808,14324,7/1/18 21:24,Payment customer,A
1809,14325,3/6/18 23:58,Order at the counter (shop),A
1809,14326,3/6/18 23:58,Start preparing pizza,A
1809,14327,3/7/18 0:00,Start baking pizza,A
1809,14328,3/7/18 0:05,Payment customer,A
1809,14329,3/7/18 0:05,Baking pizza ready,B
1810,14330,2/13/18 21:14,Order by phone,A
1810,14331,2/13/18 21:17,Start preparing pizza,A
1810,14332,2/13/18 21:17,Call Customer,A
1810,14333,2/13/18 21:18,Start preparing pizza,A
1810,14334,2/13/18 21:20,Start baking pizza,B
1810,14335,2/13/18 21:25,Baking pizza ready,A
1810,14336,2/13/18 21:27,Plan route,B
1810,14337,2/13/18 21:31,Departure pizza,A
1810,14338,2/13/18 21:35,Pizza arrives at customer,B
1810,14339,2/13/18 22:07,Payment customer,A
1811,14340,6/3/18 1:50,Order by phone,A
1811,14341,6/3/18 1:52,Start preparing pizza,B
1811,14342,6/3/18 1:56,Call Customer,A
1811,14343,6/3/18 2:03,Start preparing pizza,A
1811,14344,6/3/18 2:06,Start baking pizza,A
1811,14345,6/3/18 2:12,Baking pizza ready,A
1811,14346,6/3/18 2:12,Plan route,A
1811,14347,6/3/18 2:17,Departure pizza,A
1811,14348,6/3/18 2:21,Pizza arrives at customer,B
1811,14349,6/3/18 2:23,Payment customer,A
1812,14350,3/19/18 20:38,Order by phone,B
1812,14351,3/19/18 20:40,Start preparing pizza,A
1812,14352,3/19/18 20:45,Start baking pizza,A
1812,14353,3/19/18 20:57,Baking pizza ready,A
1812,14354,3/19/18 20:58,Plan route,A
1812,14355,3/19/18 20:59,Departure pizza,B
1812,14356,3/19/18 21:08,Pizza arrives at customer,A
1812,14357,3/19/18 21:24,Payment customer,A
1813,14358,3/1/18 2:36,Order by phone,A
1813,14359,3/1/18 2:39,Start preparing pizza,B
1813,14360,3/1/18 2:40,Start baking pizza,A
1813,14361,3/1/18 2:54,Baking pizza ready,B
1813,14362,3/1/18 2:59,Start preparing pizza,B
1813,14363,3/1/18 3:01,Start baking pizza,A
1813,14364,3/1/18 3:08,Baking pizza ready,B
1813,14365,3/1/18 3:08,Plan route,A
1813,14366,3/1/18 3:09,Departure pizza,A
1813,14367,3/1/18 3:11,Pizza arrives at customer,A
1813,14368,3/1/18 3:34,Payment customer,A
1814,14369,7/6/18 11:54,Order by phone,A
1814,14370,7/6/18 11:57,Start preparing pizza,A
1814,14371,7/6/18 12:00,Start baking pizza,A
1814,14372,7/6/18 12:14,Baking pizza ready,B
1814,14373,7/6/18 12:23,Start preparing pizza,A
1814,14374,7/6/18 12:26,Start baking pizza,A
1814,14375,7/6/18 12:31,Baking pizza ready,A
1814,14376,7/6/18 12:37,Departure pizza,A
1814,14377,7/6/18 12:37,Plan route,B
1814,14378,7/6/18 12:39,Pizza arrives at customer,A
1814,14379,7/6/18 13:09,Payment customer,A
1815,14380,3/2/18 4:18,Start order website,A
1815,14381,3/2/18 4:31,Approve order website,A
1815,14382,3/2/18 4:32,Receive order website,A
1815,14383,3/2/18 4:33,Start preparing pizza,A
1815,14384,3/2/18 4:38,Start baking pizza,A
1815,14385,3/2/18 4:46,Start preparing pizza,A
1815,14386,3/2/18 4:51,Start baking pizza,A
1815,14387,3/2/18 4:53,Baking pizza ready,B
1815,14388,3/2/18 4:54,Plan route,A
1815,14389,3/2/18 4:57,Departure pizza,A
1815,14390,3/2/18 4:57,Pizza arrives at customer,A
1815,14391,3/2/18 5:33,Payment customer,A
1816,14392,7/4/18 18:29,Order at the counter (shop),A
1816,14393,7/4/18 18:29,Start preparing pizza,A
1816,14394,7/4/18 18:30,Start baking pizza,A
1816,14395,7/4/18 18:40,Payment customer,A
